id,measure_count,note_count,8th,qtr,half,16th,other,per_measure_sig,side_by_side,suspicious
1,3,27,2,0,1,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.5,0.5,2.0",/tmp/bml-book-compare/0001.png,
2,2,15,2,0,1,0,12,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.5,0.5,2.0",/tmp/bml-book-compare/0002.png,
3,2,15,2,0,1,0,12,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.5,0.5,2.0",/tmp/bml-book-compare/0003.png,
4,3,14,10,3,0,0,1,"0.5,0.5,1.0,0.5,0.5,1.0 | 0.5,0.5,1.0,0.5,0.5,0.5,0.5 | 3.0",/tmp/bml-book-compare/0004.png,
5,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0005.png,
6,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0006.png,
7,4,20,16,4,0,0,0,"0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0007.png,
8,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0008.png,
10,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0010.png,
11,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0011.png,
12,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0012.png,
13,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0013.png,
14,4,25,25,0,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0014.png,
15,2,24,0,0,0,0,24,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0015.png,
16,4,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0016.png,
17,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0017.png,
18,8,38,32,6,0,0,0,"0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0018.png,
19,4,22,18,2,0,0,2,"0.5,0.5,0.5,0.5,0.5,0.5 | 1.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5 | 1.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0019.png,
20,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0020.png,
21,4,28,27,0,0,0,1,"0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0021.png,
22,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0022.png,
23,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0023.png,
24,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0024.png,
25,4,18,16,0,0,0,2,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 3.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 3.0",/tmp/bml-book-compare/0025.png,
26,3,18,18,0,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0026.png,
27,4,23,22,0,1,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0027.png,
28,4,29,22,0,1,0,6,"0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0028.png,
29,3,36,0,0,0,0,36,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0029.png,
30,3,36,0,0,0,0,36,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0030.png,
31,3,17,16,0,0,0,1,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 4.0",/tmp/bml-book-compare/0031.png,
32,3,17,16,0,0,0,1,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 4.0",/tmp/bml-book-compare/0032.png,
33,4,39,3,0,0,0,36,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.3333333333333333,0.3333333333333333,0.3333333333333333",/tmp/bml-book-compare/0033.png,
34,4,24,12,12,0,0,0,"0.5,0.5,0.5,0.5,1.0,1.0,1.0 | 0.5,0.5,0.5,0.5,1.0,1.0,1.0 | 0.5,0.5,0.5,0.5,1.0,1.0,1.0 | 1.0,1.0,1.0",/tmp/bml-book-compare/0034.png,
35,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0035.png,
36,4,28,28,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0036.png,
37,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0037.png,
38,5,33,20,5,0,0,8,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0038.png,
39,7,52,45,0,0,0,7,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0039.png,
40,10,80,80,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0040.png,
41,2,12,6,0,0,0,6,"0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0041.png,
42,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0042.png,
43,6,30,24,4,2,0,0,"0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,1.0,0.5,0.5,0.5,0.5 | 2.0 | 0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,1.0,0.5,0.5,0.5,0.5 | 2.0",/tmp/bml-book-compare/0043.png,
44,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0044.png,
45,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0045.png,
46,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0046.png,
47,4,20,16,4,0,0,0,"0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0,0.5,0.5 | 0.5,0.5,1.0",/tmp/bml-book-compare/0047.png,
48,6,18,9,6,3,0,0,"1.0,0.5,0.5,0.5,1.0 | 2.0 | 1.0,0.5,0.5,0.5,1.0 | 2.0 | 1.0,0.5,0.5,0.5,1.0 | 2.0",/tmp/bml-book-compare/0048.png,
49,4,32,32,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0049.png,
50,4,28,24,4,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0050.png,
51,5,25,20,0,5,0,0,"0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0051.png,
52,12,87,84,0,3,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0052.png,
53,8,58,50,0,2,0,6,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0053.png,
54,5,28,28,0,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5",/tmp/bml-book-compare/0054.png,
55,9,52,48,0,4,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0055.png,
56,6,21,18,0,3,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5 | 0.5,0.5,0.5,0.5,2.0 | 0.5,0.5 | 0.5,0.5,0.5,0.5,2.0",/tmp/bml-book-compare/0056.png,
57,4,18,15,2,0,0,1,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75 | 1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0057.png,
58,4,20,16,4,0,0,0,"0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0058.png,
59,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0059.png,
60,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0060.png,
61,4,27,27,0,0,0,0,"0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0061.png,
62,5,35,30,5,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0062.png,
63,3,20,14,0,0,0,6,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0063.png,
64,3,17,10,0,0,0,7,"0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 3.0",/tmp/bml-book-compare/0064.png,
65,4,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0065.png,
66,4,26,26,0,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0066.png,
67,4,24,24,0,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0067.png,
68,4,26,26,0,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0068.png,
69,4,26,26,0,0,0,0,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0069.png,
70,5,19,18,0,0,0,1,"0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 3.0 | ",/tmp/bml-book-compare/0070.png,
71,3,21,9,3,0,0,9,"0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0 | 0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0 | 0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0",/tmp/bml-book-compare/0071.png,
72,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0072.png,
73,5,32,31,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0073.png,
74,5,30,29,1,0,0,0,"0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,1.0",/tmp/bml-book-compare/0074.png,
75,3,20,14,0,0,0,6,"0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333 | 0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0075.png,
76,6,48,48,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0076.png,
77,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0077.png,
78,2,16,16,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0078.png,
79,3,24,24,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0079.png,
80,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0080.png,
81,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0081.png,
82,3,20,20,0,0,0,0,"0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5",/tmp/bml-book-compare/0082.png,
83,8,52,51,1,0,0,0,"0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5 | 1.0",/tmp/bml-book-compare/0083.png,
